month_start_date,jurisdiction,filings_count,percent_of_historical_average
5/1/2022,Polk,6,104.35
6/1/2022,Polk,6,100
7/1/2022,Polk,4,74.07
8/1/2022,Polk,4,55.56
9/1/2022,Polk,4,86.96
10/1/2022,Polk,3,68.18
11/1/2022,Polk,5,156.25
12/1/2022,Polk,2,83.33
1/1/2023,Polk,2,50
2/1/2023,Polk,4,145.45
3/1/2023,Polk,4,106.67
4/1/2023,Polk,2,66.67
5/1/2023,Polk,6,104.35
6/1/2023,Polk,2,33.33
1/1/2020,Camden,4,160
2/1/2020,Camden,3,109.09
3/1/2020,Camden,1,33.33
4/1/2020,Camden,1,40
5/1/2020,Camden,0,0
6/1/2020,Camden,0,0
7/1/2020,Camden,2,52.63
8/1/2020,Camden,2,125
9/1/2020,Camden,1,27.78
10/1/2020,Camden,5,147.06
11/1/2020,Camden,1,22.73
12/1/2020,Camden,0,0
1/1/2021,Camden,0,0
2/1/2021,Camden,0,0
3/1/2021,Camden,1,33.33
4/1/2021,Camden,1,40
5/1/2021,Camden,0,0
6/1/2021,Camden,3,120
7/1/2021,Camden,2,52.63
8/1/2021,Camden,1,62.5
9/1/2021,Camden,2,55.56
10/1/2021,Camden,0,0
11/1/2021,Camden,1,22.73
12/1/2021,Camden,2,62.5
1/1/2022,Camden,2,80
2/1/2022,Camden,0,0
3/1/2022,Camden,0,0
4/1/2022,Camden,1,40
5/1/2022,Camden,4,145.45
6/1/2022,Camden,1,40
7/1/2022,Camden,3,78.95
8/1/2022,Camden,2,125
9/1/2022,Camden,3,83.33
10/1/2022,Camden,1,29.41
11/1/2022,Camden,1,22.73
12/1/2022,Camden,2,62.5
1/1/2023,Camden,2,80
2/1/2023,Camden,1,36.36
3/1/2023,Camden,3,100
4/1/2023,Camden,2,80
5/1/2023,Camden,4,145.45
6/1/2023,Camden,2,80
1/1/2020,Alleghany,5,105.26
2/1/2020,Alleghany,4,106.67
3/1/2020,Alleghany,1,50
4/1/2020,Alleghany,0,0
5/1/2020,Alleghany,3,50
6/1/2020,Alleghany,6,160
7/1/2020,Alleghany,6,230.77
8/1/2020,Alleghany,6,150
9/1/2020,Alleghany,6,250
10/1/2020,Alleghany,9,250
11/1/2020,Alleghany,3,75
12/1/2020,Alleghany,3,187.5
1/1/2021,Alleghany,3,63.16
2/1/2021,Alleghany,1,26.67
3/1/2021,Alleghany,5,250
4/1/2021,Alleghany,2,114.29
5/1/2021,Alleghany,3,50
6/1/2021,Alleghany,3,80
7/1/2021,Alleghany,2,76.92
8/1/2021,Alleghany,1,25
9/1/2021,Alleghany,4,166.67
10/1/2021,Alleghany,2,55.56
11/1/2021,Alleghany,2,50
12/1/2021,Alleghany,2,125
1/1/2022,Alleghany,6,126.32
2/1/2022,Alleghany,2,53.33
3/1/2022,Alleghany,3,150
4/1/2022,Alleghany,3,171.43
5/1/2022,Alleghany,0,0
6/1/2022,Alleghany,1,26.67
7/1/2022,Alleghany,3,115.38
8/1/2022,Alleghany,6,150
9/1/2022,Alleghany,7,291.67
10/1/2022,Alleghany,1,27.78
11/1/2022,Alleghany,3,75
12/1/2022,Alleghany,0,0
1/1/2023,Alleghany,3,63.16
2/1/2023,Alleghany,3,80
3/1/2023,Alleghany,3,150
4/1/2023,Alleghany,1,57.14
5/1/2023,Alleghany,2,33.33
6/1/2023,Alleghany,2,53.33
1/1/2020,Gates,2,88.89
2/1/2020,Gates,0,0
3/1/2020,Gates,4,177.78
4/1/2020,Gates,3,92.31
5/1/2020,Gates,1,28.57
6/1/2020,Gates,2,50
7/1/2020,Gates,0,0
8/1/2020,Gates,0,0
9/1/2020,Gates,3,166.67
10/1/2020,Gates,1,50
11/1/2020,Gates,0,0
12/1/2020,Gates,0,0
1/1/2021,Gates,1,44.44
2/1/2021,Gates,1,23.53
3/1/2021,Gates,3,133.33
4/1/2021,Gates,0,0
5/1/2021,Gates,0,0
6/1/2021,Gates,1,25
7/1/2021,Gates,0,0
8/1/2021,Gates,3,68.18
9/1/2021,Gates,2,111.11
10/1/2021,Gates,2,100
11/1/2021,Gates,1,50
12/1/2021,Gates,1,62.5
1/1/2022,Gates,3,133.33
2/1/2022,Gates,2,47.06
3/1/2022,Gates,4,177.78
4/1/2022,Gates,1,30.77
5/1/2022,Gates,1,28.57
6/1/2022,Gates,1,25
7/1/2022,Gates,0,0
8/1/2022,Gates,1,22.73
9/1/2022,Gates,1,55.56
10/1/2022,Gates,2,100
11/1/2022,Gates,0,0
12/1/2022,Gates,2,125
1/1/2023,Gates,1,44.44
2/1/2023,Gates,4,94.12
3/1/2023,Gates,1,44.44
4/1/2023,Gates,1,30.77
5/1/2023,Gates,2,57.14
6/1/2023,Gates,1,25
1/1/2020,Tyrrell,3,171.43
2/1/2020,Tyrrell,2,200
3/1/2020,Tyrrell,1,80
4/1/2020,Tyrrell,0,0
5/1/2020,Tyrrell,0,0
6/1/2020,Tyrrell,0,0
7/1/2020,Tyrrell,2,142.86
8/1/2020,Tyrrell,0,0
9/1/2020,Tyrrell,1,62.5
10/1/2020,Tyrrell,0,0
11/1/2020,Tyrrell,1,71.43
12/1/2020,Tyrrell,1,71.43
1/1/2021,Tyrrell,1,57.14
2/1/2021,Tyrrell,0,0
3/1/2021,Tyrrell,0,0
4/1/2021,Tyrrell,3,400
5/1/2021,Tyrrell,3,400
6/1/2021,Tyrrell,0,0
7/1/2021,Tyrrell,0,0
8/1/2021,Tyrrell,0,0
9/1/2021,Tyrrell,2,125
10/1/2021,Tyrrell,2,125
11/1/2021,Tyrrell,0,0
12/1/2021,Tyrrell,1,71.43
1/1/2022,Tyrrell,1,57.14
2/1/2022,Tyrrell,2,200
3/1/2022,Tyrrell,3,240
4/1/2022,Tyrrell,0,0
5/1/2022,Tyrrell,0,0
6/1/2022,Tyrrell,0,0
7/1/2022,Tyrrell,0,0
8/1/2022,Tyrrell,3,115.38
9/1/2022,Tyrrell,0,0
10/1/2022,Tyrrell,0,0
11/1/2022,Tyrrell,0,0
12/1/2022,Tyrrell,0,0
1/1/2023,Tyrrell,4,228.57
2/1/2023,Tyrrell,2,200
3/1/2023,Tyrrell,4,320
4/1/2023,Tyrrell,1,133.33
5/1/2023,Tyrrell,2,266.67
6/1/2023,Tyrrell,1,100
1/1/2020,Madison,10,148.15
2/1/2020,Madison,3,52.17
3/1/2020,Madison,4,76.19
4/1/2020,Madison,0,0
5/1/2020,Madison,1,14.81
6/1/2020,Madison,3,50
7/1/2020,Madison,2,34.48
8/1/2020,Madison,6,85.71
9/1/2020,Madison,5,67.57
10/1/2020,Madison,5,60.98
11/1/2020,Madison,5,119.05
12/1/2020,Madison,0,0
1/1/2021,Madison,1,14.81
2/1/2021,Madison,5,86.96
3/1/2021,Madison,2,38.1
4/1/2021,Madison,5,105.26
5/1/2021,Madison,3,44.44
6/1/2021,Madison,8,133.33
7/1/2021,Madison,1,17.24
8/1/2021,Madison,1,14.29
9/1/2021,Madison,6,81.08
10/1/2021,Madison,8,97.56
11/1/2021,Madison,4,95.24
12/1/2021,Madison,5,83.33
1/1/2022,Madison,1,14.81
2/1/2022,Madison,3,52.17
3/1/2022,Madison,2,38.1
4/1/2022,Madison,1,21.05
5/1/2022,Madison,3,44.44
6/1/2022,Madison,3,50
7/1/2022,Madison,8,137.93
8/1/2022,Madison,7,100
9/1/2022,Madison,2,27.03
10/1/2022,Madison,7,85.37
11/1/2022,Madison,0,0
12/1/2022,Madison,1,16.67
1/1/2023,Madison,6,88.89
2/1/2023,Madison,3,52.17
3/1/2023,Madison,8,152.38
4/1/2023,Madison,7,147.37
5/1/2023,Madison,3,44.44
6/1/2023,Madison,1,16.67
1/1/2020,Hyde,0,0
2/1/2020,Hyde,0,0
3/1/2020,Hyde,1,400
4/1/2020,Hyde,0,0
5/1/2020,Hyde,1,200
6/1/2020,Hyde,1,133.33
7/1/2020,Hyde,0,0
8/1/2020,Hyde,1,100
9/1/2020,Hyde,2,166.67
10/1/2020,Hyde,1,100
11/1/2020,Hyde,0,0
12/1/2020,Hyde,1,166.67
1/1/2021,Hyde,0,0
2/1/2021,Hyde,0,0
3/1/2021,Hyde,1,400
4/1/2021,Hyde,1,400
5/1/2021,Hyde,0,0
6/1/2021,Hyde,1,133.33
7/1/2021,Hyde,0,0
8/1/2021,Hyde,0,0
9/1/2021,Hyde,2,166.67
10/1/2021,Hyde,0,0
11/1/2021,Hyde,1,0
12/1/2021,Hyde,0,0
1/1/2022,Hyde,0,0
2/1/2022,Hyde,1,100
3/1/2022,Hyde,1,400
4/1/2022,Hyde,2,800
5/1/2022,Hyde,1,200
6/1/2022,Hyde,0,0
7/1/2022,Hyde,1,166.67
8/1/2022,Hyde,1,100
9/1/2022,Hyde,0,0
10/1/2022,Hyde,2,200
11/1/2022,Hyde,0,0
12/1/2022,Hyde,0,0
1/1/2023,Hyde,1,100
2/1/2023,Hyde,4,400
3/1/2023,Hyde,0,0
4/1/2023,Hyde,1,400
5/1/2023,Hyde,0,0
6/1/2023,Hyde,0,0
1/1/2020,Jones,8,213.33
2/1/2020,Jones,5,117.65
3/1/2020,Jones,5,166.67
4/1/2020,Jones,0,0
5/1/2020,Jones,0,0
6/1/2020,Jones,2,44.44
7/1/2020,Jones,5,138.89
8/1/2020,Jones,2,38.46
9/1/2020,Jones,3,100
10/1/2020,Jones,2,25
11/1/2020,Jones,2,43.48
12/1/2020,Jones,1,29.41
1/1/2021,Jones,0,0
2/1/2021,Jones,0,0
3/1/2021,Jones,3,100
4/1/2021,Jones,2,40
5/1/2021,Jones,1,33.33
6/1/2021,Jones,1,22.22
7/1/2021,Jones,3,83.33
8/1/2021,Jones,0,0
9/1/2021,Jones,3,100
10/1/2021,Jones,1,12.5
11/1/2021,Jones,3,65.22
12/1/2021,Jones,1,29.41
1/1/2022,Jones,3,80
2/1/2022,Jones,6,141.18
3/1/2022,Jones,6,200
4/1/2022,Jones,5,100
5/1/2022,Jones,7,233.33
6/1/2022,Jones,7,155.56
7/1/2022,Jones,2,55.56
8/1/2022,Jones,5,96.15
9/1/2022,Jones,2,66.67
10/1/2022,Jones,6,75
11/1/2022,Jones,1,21.74
12/1/2022,Jones,0,0
1/1/2023,Jones,5,133.33
2/1/2023,Jones,10,235.29
3/1/2023,Jones,9,300
4/1/2023,Jones,7,140
5/1/2023,Jones,2,66.67
6/1/2023,Jones,0,0
